,album_name,album_uri,artist_name,artist_uri,duration_ms,pos,track_name,track_uri
16223,Portable Sounds With Bonus Remixes,spotify:album:2MZDLzslNM6iXbzcUS13zl,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,196933,28,No Ordinary Love feat. Nirva Dorsaint-Ready,spotify:track:3L4LnOHac6unZrnTtOXPUn
16224,One Song at a Time,spotify:album:22Stvu94RSy9lSDO6lGnqs,Jamie Grace,spotify:artist:2E5E5eAP6yDhZ7EHc0Evr7,203066,29,Holding On,spotify:track:56CV0wYOY9DwCuTIurgbcf
16225,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,303306,30,Shoulders,spotify:track:5MCG4XcVcvCOXWpSg2cfRC
16226,Portable Sounds With Bonus Remixes,spotify:album:2MZDLzslNM6iXbzcUS13zl,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,229840,31,Feelin' So Fly,spotify:track:0wKuMHryNyL3Fvj9iTFyRo
16227,God's Not Dead,spotify:album:7Csd473gctS7rL0YUhjlkX,Newsboys,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62,218200,32,Your Love Never Fails,spotify:track:1KedGIK1fpqpl56GkW5VgB
16228,BarlowGirl,spotify:album:4V1yueAEbtS4K2ZvIjvSXr,BarlowGirl,spotify:artist:3VMSmJURVM7s6LkrIaPZvi,253560,33,She Walked Away,spotify:track:79R7pnpMN3jTZU4ZmWL6y7
16229,My Paper Heart,spotify:album:0b8SYUXuokh2t2ZzvKEIpc,Francesca Battistelli,spotify:artist:29ywwKkxfoH7iWwNY1UezA,208706,34,Free to Be Me,spotify:track:5TXwU5dCw3h6Tsr0UC3APQ
16230,What If We,spotify:album:69d6G8jlDQXmnpP4aV3azk,Brandon Heath,spotify:artist:0W7wIkmxoGQbnZYn2z2sLj,232693,35,Give Me Your Eyes,spotify:track:7HQn99HBIBHWkZfTMR8Kki
16231,What If We Were Real,spotify:album:2IWLEpjTOc0z3Bu7MhmL9V,Mandisa,spotify:artist:0YPElKYjOD1sofFCtLdYj3,213886,36,Stronger,spotify:track:0LjgvrBY5f4QFLvCicT1NJ
16232,Tonight,spotify:album:7jasF0G61aClte3MHzQRak,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,261106,37,Tonight - feat. John Cooper Of Skillet,spotify:track:24d2Lj3peyJX2nywUySth2
16233,RUN WILD. LIVE FREE. LOVE STRONG.,spotify:album:0NbUkJhmypa3PqfTPuEfrX,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,240132,38,It's Not Over Yet,spotify:track:3UerxFdl6z8Th3EftMg2iG
16234,Relentless,spotify:album:6eVnmaENuidAmSxsECnuBz,Natalie Grant,spotify:artist:6KVnMm856M8CHHBCw53Ihh,217960,39,In Better Hands,spotify:track:0x1sSGzkdUQ4L6EXtz9RVK
16235,The Struggle,spotify:album:3TunW3H9Be9xvvR9Ip7a0L,Tenth Avenue North,spotify:artist:7v35CkHBaT1SStgQHl95a0,244120,40,Worn,spotify:track:6jAAYLKxXPyeEoddXu6Gf7
16236,Tonight,spotify:album:7jasF0G61aClte3MHzQRak,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,170666,41,ShowStopper,spotify:track:5gsCOXHh8obXFA4ScHkZrV
16237,Need You Now,spotify:album:629uN6KYcLNMSOwbeg72aG,Plumb,spotify:artist:2tbxcCCM7A71cmkzuB8lyH,252240,42,Need You Now (How Many Times),spotify:track:5RvY3ReERt9o622MqEydNY
16238,Into the Light,spotify:album:0RqGqJYEYyDhgeSiZVoXfH,Matthew West,spotify:artist:6e8OTLDQpaz1Tl2GEaxsNj,277306,43,Do Something,spotify:track:0APRAco4v5z0EjMnK0vw3P
16239,Ready to Fly,spotify:album:6sgvkn6aG3KAYmoKbDWzry,Jamie Grace,spotify:artist:2E5E5eAP6yDhZ7EHc0Evr7,190026,44,Beautiful Day,spotify:track:35CvHzVnl8Xtyk9z82glG0
16240,Blessings,spotify:album:4E2bKrxenWFwywQT3h1VBc,Laura Story,spotify:artist:0qKOMcuFgagNQJWHHK7NY6,298226,45,Blessings,spotify:track:6lV8cAancMB859zfBUqpPZ
16241,This Is Not A Test,spotify:album:5cv2FBz4B4x0WpAjMSI1UG,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,279599,46,Feel It,spotify:track:7Fu8J4ddQBl9zf1tUbXrMc
16242,Cathedrals (Deluxe Edition),spotify:album:7AJv3U1Cd1MIIZfQcdTBH8,Tenth Avenue North,spotify:artist:7v35CkHBaT1SStgQHl95a0,256533,47,No Man Is an Island,spotify:track:2tOutzFrnYl5TqzLqlx4Vw
16243,Say It,spotify:album:7qUDd5gFni3YaE3O1bqbPD,Britt Nicole,spotify:artist:6BXionV4R0BunrFpSwIMUK,193346,48,When She Cries,spotify:track:0vQzBcu9L8wrYv85aEhHsr
16244,This Moment,spotify:album:7HAomGpaAjuPCEbuMevOlP,Steven Curtis Chapman,spotify:artist:3vcFXwLEUdfWMu7gTQKyot,265253,49,Cinderella,spotify:track:1oj4KLsbYhvfHFnhdb3twP
16245,Zion,spotify:album:3A24aBx6jZCAgovIbZUubC,Hillsong United,spotify:artist:74cb3MG0x0BOnYNW1uXYnM,536000,50,Oceans (Where Feet May Fail),spotify:track:5Mw9bXG1dLNhbjofkVS2oR
16246,Beautiful Things,spotify:album:2fezbaVpWGGtsIvs8vHZLA,Gungor,spotify:artist:4J4o73Oun7v0XXRjN8DPif,310293,51,Beautiful Things,spotify:track:06wxyCQFJOT0bjvSPMQj7x
16247,Awaken,spotify:album:7duIxnq2l3WxEcM5ihfdlL,Natalie Grant,spotify:artist:6KVnMm856M8CHHBCw53Ihh,264120,52,Held,spotify:track:21WvqntfwSWj2AVRxdhR9j
16248,Eye On It,spotify:album:31vtzv0S08tqIUnxTOcDkV,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,214665,53,Me Without You,spotify:track:3LEBulRQI5hHe2TUKKswUf
16249,Let It Echo,spotify:album:6UUG6SxdjbHC8ALwmKS1HO,Jesus Culture,spotify:artist:0Onvkz1Nbs4wHXXUwOIGk8,277173,54,In The River - Live,spotify:track:2qHScCZ9f4FPBNVBpFMZ0G
16250,Gold,spotify:album:7oJgZifNccA7SvtjD4hGeA,Britt Nicole,spotify:artist:6BXionV4R0BunrFpSwIMUK,180973,55,Ready or Not - feat. Lecrae,spotify:track:1Vowce2imLRD2QjZl1tULo
16251,Passion: Salvation??s Tide Is Rising,spotify:album:0BXkvCb93t89mVfvWl2gop,Passion,spotify:artist:6piIAIurGAryW5h1rqQC16,357160,56,Simple Pursuit,spotify:track:2QOcDtnLi8V3aBjq4m7dbI
16252,Portable Sounds With Bonus Remixes,spotify:album:2MZDLzslNM6iXbzcUS13zl,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,101093,57,HypeMan (truDog '07),spotify:track:7HYoLcudAEbC0MQCjIq2jz
16253,Leaving Eden,spotify:album:6LVll9TMx884kBnA9AcMtZ,Brandon Heath,spotify:artist:0W7wIkmxoGQbnZYn2z2sLj,215720,58,Your Love,spotify:track:56ZNyOHknU78LEwq4IWMJ7
16254,Youth Revival,spotify:album:54arQETTizZk2Tua6kDdoT,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,207920,59,Where You Are - Radio Version,spotify:track:58G8pt6eWGJpcpIEVdvqcj
16255,One Song at a Time,spotify:album:22Stvu94RSy9lSDO6lGnqs,Jamie Grace,spotify:artist:2E5E5eAP6yDhZ7EHc0Evr7,213440,60,Hold Me (feat. Tobymac),spotify:track:0Gq1fXy3F9em3JvsyTZtUh
16256,We Won't Be Shaken,spotify:album:236Dq5eabm2vaUU2pImQPX,Building 429,spotify:artist:6Le23Aqwqi28fQUzfv4dHY,236546,61,We Won't Be Shaken,spotify:track:1B4L5VRP5fALiYJpHUHhZd
16257,If We're Honest (Deluxe Version),spotify:album:5ZEGGjJdlQdDNhLKYucTJw,Francesca Battistelli,spotify:artist:29ywwKkxfoH7iWwNY1UezA,189503,62,If We're Honest,spotify:track:7pPLZZRphZu2hxju6oErbS
16258,Tonight,spotify:album:7jasF0G61aClte3MHzQRak,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,199946,63,Funky Jesus Music - Feat. Beckah Shae And Siti Monroe,spotify:track:0AzO2pGtZjetav4iEhpFgQ
16259,Broken & Beautiful - Expanded Edition,spotify:album:0mizOcLxnxikZqcX1sRTtS,Mark Schultz,spotify:artist:0s7Ro7Q2XagXEYhWbI9PHv,251146,64,Walking Her Home,spotify:track:6FWEBWELuJJ0mLqLtZF7CB
16260,Love Revolution,spotify:album:7lxvGTdwoLfkQ48E1wT2HG,Natalie Grant,spotify:artist:6KVnMm856M8CHHBCw53Ihh,361413,65,Your Great Name,spotify:track:5pdYFUzu94cFVCqOFCd3lk
16261,Don't Get Comfortable,spotify:album:7u5xBqX85MzeBssJcvqhNa,Brandon Heath,spotify:artist:0W7wIkmxoGQbnZYn2z2sLj,199106,66,I'm Not Who I Was,spotify:track:5JuGTb3UbDZJFPTgqNSFwA
16262,Eye On It,spotify:album:31vtzv0S08tqIUnxTOcDkV,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,187864,67,Eye On It,spotify:track:3V0AATUE6GiVfFXqRGeIML
16263,Great God Who Saves,spotify:album:0QuGrGmH2VaVUvMZgEbYUr,Laura Story,spotify:artist:0qKOMcuFgagNQJWHHK7NY6,229946,68,Mighty to Save,spotify:track:5l4kTQShA5kAOvjbGBTxBm
16264,Blue Mountain,spotify:album:1G5RHE2UfWuw1QOjA0PcaR,Brandon Heath,spotify:artist:0W7wIkmxoGQbnZYn2z2sLj,218626,69,Jesus In Disguise,spotify:track:6gAifEnsklSTHLp8XbiuCK
16265,One Song at a Time,spotify:album:22Stvu94RSy9lSDO6lGnqs,Jamie Grace,spotify:artist:2E5E5eAP6yDhZ7EHc0Evr7,199493,70,Not Alone,spotify:track:7zTDXvVHh7n0WllVT2ABtZ
16266,Over And Underneath,spotify:album:6owfUdoDWVCB7S00NDKPKM,Tenth Avenue North,spotify:artist:7v35CkHBaT1SStgQHl95a0,241826,71,By Your Side,spotify:track:6qdpQ6jPiaCYE9Qw4nZVuD
16267,Restart,spotify:album:2DzN9KpN5XlDcSKaqa1bZl,Newsboys,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62,261693,72,We Believe,spotify:track:1dtzjTkNecIRAL4X3u4CtL
16268,Portable Sounds With Bonus Remixes,spotify:album:2MZDLzslNM6iXbzcUS13zl,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,233146,73,Ignition,spotify:track:2oFIHnpl6srgSEQ507TNNV
16269,BarlowGirl,spotify:album:4V1yueAEbtS4K2ZvIjvSXr,BarlowGirl,spotify:artist:3VMSmJURVM7s6LkrIaPZvi,233586,74,Mirror,spotify:track:775GMM3VEbFUQR0aBH7VRG
16270,Into the Light,spotify:album:0RqGqJYEYyDhgeSiZVoXfH,Matthew West,spotify:artist:6e8OTLDQpaz1Tl2GEaxsNj,267346,75,Forgiveness,spotify:track:0CKKKckCxCLgGMBN9r3SCR
16271,Gold,spotify:album:7oJgZifNccA7SvtjD4hGeA,Britt Nicole,spotify:artist:6BXionV4R0BunrFpSwIMUK,204786,76,All This Time,spotify:track:6oUKzFleJraGH2LJsWhgfg
16272,What If We Were Real,spotify:album:2IWLEpjTOc0z3Bu7MhmL9V,Mandisa,spotify:artist:0YPElKYjOD1sofFCtLdYj3,203621,77,Good Morning - feat. TobyMac,spotify:track:3ewlQtdefaNtc8AdqYwgyg
16273,Portable Sounds With Bonus Remixes,spotify:album:2MZDLzslNM6iXbzcUS13zl,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,375973,78,Lose My Soul feat. Kirk Franklin & Mandisa / Afterparty,spotify:track:2DNJ7NAr5IN9BPrKyKx7Gb
16274,This Is Living,spotify:album:7h7W5MDYWmSYGSAag53umc,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,210480,79,This Is Living,spotify:track:6TCk1yecQRDU5sXG3vjTYj
16275,Eye On It,spotify:album:31vtzv0S08tqIUnxTOcDkV,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,362707,80,Lose Myself - Capital Kings Remix,spotify:track:44NKXFiTqU8Gj5wani079c
16276,Awake,spotify:album:0RySAmM6oDPGSE03X3dzi1,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,178013,81,Monster,spotify:track:2UREu1Y8CO4jXkbvqAtP7g
16277,Awake,spotify:album:0RySAmM6oDPGSE03X3dzi1,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,186813,82,Hero,spotify:track:4CbKVDZkYKdv69I4bCaKUq
16278,Awake,spotify:album:0RySAmM6oDPGSE03X3dzi1,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,209493,83,Awake and Alive,spotify:track:0nkzd3yNniB767zSDDdLZ3
16279,Awake,spotify:album:0RySAmM6oDPGSE03X3dzi1,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,204786,84,It's Not Me It's You,spotify:track:1swaR8iEKe5qyCoyCWjyvP
16280,Ready to Fly,spotify:album:6sgvkn6aG3KAYmoKbDWzry,Jamie Grace,spotify:artist:2E5E5eAP6yDhZ7EHc0Evr7,185200,85,Do Life Big,spotify:track:1XExlh7V40jhunnoPpQz95
16281,This Is Living,spotify:album:7h7W5MDYWmSYGSAag53umc,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,264533,86,This Is Living - Acoustic,spotify:track:4ZdG8OyIV7WfjBReUNLQl0
16282,This Is Living,spotify:album:7h7W5MDYWmSYGSAag53umc,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,247373,87,Sinking Deep,spotify:track:3QntQwzIBV704yqCHLLmyH
16283,This Is Living,spotify:album:7h7W5MDYWmSYGSAag53umc,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,423200,88,Pursue,spotify:track:1YhCVD9IYpRVoSQnBAuJGQ
16284,This Is Living,spotify:album:7h7W5MDYWmSYGSAag53umc,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,229186,89,Energy,spotify:track:3NvbuXIPxZfFO3Yfnai23S
16285,We Are Young & Free - EP,spotify:album:2dbxZqu39EB39F0RzTJz9l,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,228866,90,Alive - Remix,spotify:track:2NoLWx6dQciZuaNGxbEEi8
16286,The Call,spotify:album:5L6RSDUhfwNAU87Pafcobr,Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i,187426,91,The Call,spotify:track:341863z079BT4EFPiSw9DP
16287,Give Us Rest or (A Requiem Mass in C [The Happiest of All Keys]),spotify:album:0drr3h6hP9p4lDhZ6n2U8X,David Crowder Band,spotify:artist:7DhP3bGT7dzr1dCkkH5mTS,276093,92,After All (Holy),spotify:track:3daAYqNEt5hzPtHycscQoM
16288,Neon Steeple,spotify:album:0SZuWTFCgmLbEwKvDcDiDf,Crowder,spotify:artist:39xmI59WrIMyyJjSDq6WCu,289746,93,Come As You Are,spotify:track:6iha1ZUpCGUJrrQLDSFYux
16289,Everything Is Changing,spotify:album:69XzhnHoKNl3LMV3IZQGhS,Jonny Diaz,spotify:artist:4HKCjseZVD2vG7EJG3yLwt,213080,94,Breathe,spotify:track:5gHwf3DYciXuoFWstFswKj
16290,Free To Fly,spotify:album:7tMbpYu7HoxN5B3vww6cAA,Point Of Grace,spotify:artist:5y1gFSVnE4DGxUxHeKrGk6,264200,95,You Will Never Walk Alone - Live,spotify:track:5qp4cVoAk9fFHBqBRQcfKs
16291,Free To Fly,spotify:album:7tMbpYu7HoxN5B3vww6cAA,Point Of Grace,spotify:artist:5y1gFSVnE4DGxUxHeKrGk6,275760,96,He Sends His Love - Live,spotify:track:1Wn2dTLe2onluqMjDKN2EK
16292,Free To Fly,spotify:album:7tMbpYu7HoxN5B3vww6cAA,Point Of Grace,spotify:artist:5y1gFSVnE4DGxUxHeKrGk6,260533,97,Blue Skies - Live,spotify:track:0MUHttycbcPutYYsnhHmju
16293,Free To Fly,spotify:album:7tMbpYu7HoxN5B3vww6cAA,Point Of Grace,spotify:artist:5y1gFSVnE4DGxUxHeKrGk6,248306,98,All That I Need - Live,spotify:track:2rsYpk7CHCz8Mk7bfRf4tM
16294,Love Remains,spotify:album:4eZL2PZL6UiFWrj6JAVTLJ,Hillary Scott & The Scott Family,spotify:artist:4EVSOMkocOlqAZ9ujkGrQR,236200,99,Thy Will,spotify:track:1V3eyBz3pfkn9lBOlfle4x
16295,Live On Forever,spotify:album:3owBj3WVfRCbj5tML9iLYl,The Afters,spotify:artist:1Q9nxD19emMUTTWtFi7jZc,235733,100,Battles,spotify:track:14bqFNVPZc9Di315NcFVXy
16296,Live Forever,spotify:album:6EDvO39RvQLEjsDij0O0qf,Matthew West,spotify:artist:6e8OTLDQpaz1Tl2GEaxsNj,230066,101,Mended,spotify:track:6CCZywPBScscwjJbKYmOiZ
16297,Something Different,spotify:album:0qkC3g81DvOqLeUkKlICMF,Sidewalk Prophets,spotify:artist:2SMYoM2Kbcj6rI6U3FRc4U,228040,102,To Live Is Christ,spotify:track:1MSrR8tdbGeIxNjaSwClZU
16298,Chain Breaker (Deluxe Edition),spotify:album:1SIDIEoYi0EAlRqa1J6J7N,Zach Williams,spotify:artist:6g10GEtmIVqIQBhPZh4ScQ,196466,103,Chain Breaker,spotify:track:17GmwQ9Q3MTAz05OokmNNB
16299,Beloved,spotify:album:37b7Y7ow9J8eHcRyEtqaWY,Jordan Feliz,spotify:artist:0TgNiaeQaWssaH9aWjbqnA,240453,104,Beloved,spotify:track:6ZUdUi3qBZlqWIr1gPRwLC
16300,What A Beautiful Name,spotify:album:7m2VtB9IdKJ0WZmnuSB5Q2,Hillsong Worship,spotify:artist:3SgHzT552wy2W8pNLaLk24,238200,105,What A Beautiful Name,spotify:track:4KLj9QjEhJl2WU50mxRF9Z
16301,Britt Nicole,spotify:album:3fKx9rru6A6SLwit7SOoOM,Britt Nicole,spotify:artist:6BXionV4R0BunrFpSwIMUK,197080,106,Through Your Eyes,spotify:track:431nfLBaoR2Iz2JXXfH8La
16302,Even So Come,spotify:album:2ObQurF1ra69HHuOdmfN9P,Passion,spotify:artist:6piIAIurGAryW5h1rqQC16,254372,107,Even So Come - Radio Version/Live,spotify:track:2yCf80rxfz3Dk7OCAnQvz1
16303,This Is Not A Test,spotify:album:5cv2FBz4B4x0WpAjMSI1UG,tobyMac,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,237146,108,Love Broke Thru,spotify:track:1NZWiuy0mlnsrcYL2dhKt6
16304,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,208520,109,Priceless,spotify:track:7BTmtN6bP35E54vVASTqao
16305,Thrive,spotify:album:3rdhHLp8c07rmDpN7lEARY,Casting Crowns,spotify:artist:6eJqAWJdd8JhAN1pQGie4r,241746,110,All You've Ever Wanted,spotify:track:5lSVszuv0PGnfvh2HTWq1k
16306,This Is What We Believe,spotify:album:0VppFHYSXdcjX05v4ZrWhn,Aaron Shust,spotify:artist:0oM8RWZXhJYSnzGdepP7fM,254453,111,My Hope Is in You,spotify:track:5m0IsXTsXWxSbdltKmsKlI
16307,Between The Dreaming And The Coming True,spotify:album:07SW2mjjgqlJrFEc5pRuV4,Bebo Norman,spotify:artist:0acFxGm0vYIfwTX4NRlEWd,265613,112,I WIll Lift My Eyes,spotify:track:0ez5z16E2mTpqlwr9kxxoD
16308,The Altar and The Door,spotify:album:3YNvCS8uVgcJVMfk2Ad8EL,Casting Crowns,spotify:artist:6eJqAWJdd8JhAN1pQGie4r,266106,113,East To West,spotify:track:1wV6lCsV2PCeVZlyGTkVPt
16309,2,spotify:album:3zQ2tkiQovQZ7DJ8grJspS,Citizen Way,spotify:artist:7o9BrJpGzDJxWSGpAViJu4,245853,114,I Will,spotify:track:0ea1Ef0kStYziPi9c8WW9P
16310,Wonder,spotify:album:5ZWmzqJe0RH6HdT4ntNaX2,Hillsong United,spotify:artist:74cb3MG0x0BOnYNW1uXYnM,294560,115,Wonder,spotify:track:5ffsmOjdQ2R3Te0Sy4kVWw
16311,I Have This Hope (Ailo Remix),spotify:album:0s1IWFduG3GajL2qgjEMCs,Tenth Avenue North,spotify:artist:7v35CkHBaT1SStgQHl95a0,228337,116,I Have This Hope (Ailo Remix),spotify:track:4Dwlg07SNYEbE963ujOrUA
16312,Hills and Valleys (Deluxe Edition),spotify:album:30BOQ9C4YXbORhmIpvMrVw,Tauren Wells,spotify:artist:3SKza3YPBri1k43LB1Tqy4,249242,117,Hills and Valleys (The Valleys Version),spotify:track:398Dfg7EisARPcvixgrtuI
16313,Love Won??t Let Me Down,spotify:album:0GpdJt8PyFiCeShU4mHjEX,Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ,205730,118,Love Won't Let Me Down,spotify:track:50Y5DKzkMsTws48NvpuN5s
16314,Farewell Fear,spotify:album:45qfFXqHILlXsOjC3YAd6m,Finding Favour,spotify:artist:2LATo3JT7N2EHrUeTrbDOM,204320,119,Completely,spotify:track:6GZDEWDtehL8iy7kvuEkVd
16315,The Peace Project,spotify:album:6f6C3n1O2O6z5wDvwVBG2o,Hillsong Worship,spotify:artist:3SgHzT552wy2W8pNLaLk24,274386,120,Seasons,spotify:track:6dQAlNaiqvRFb3fCyn8Qf2
16316,Z,spotify:album:2qCyMMQ785sPH4Yx25GQZ8,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,216234,0,Childs Play (feat. Chance the Rapper),spotify:track:7GPstnufSTScEaw9dMxO9H
16317,Z,spotify:album:2qCyMMQ785sPH4Yx25GQZ8,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,350911,1,Warm Winds (feat. Isaiah Rashad),spotify:track:0Kz9aGVgFvndWkcaiylIt5
16318,Z,spotify:album:2qCyMMQ785sPH4Yx25GQZ8,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,234284,2,Babylon (feat. Kendrick Lamar),spotify:track:6Aj2H0Z0v0JgnSfPEwCgW0
16319,Oxymoron,spotify:album:7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,231773,3,Gangsta,spotify:track:2dUkCUXXoknwsLwuGaL4bA
16320,Oxymoron,spotify:album:7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,299960,4,Collard Greens,spotify:track:0zO8ctW0UiuOefR87OeJOZ
16321,Oxymoron,spotify:album:7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,267200,5,What They Want,spotify:track:3p2x3UD9wz9yt3gtftKwT0
16322,Oxymoron,spotify:album:7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,272453,6,Hell Of A Night,spotify:track:5DOR49R0fehoBmyNL8m4sN
16323,Oxymoron,spotify:album:7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,216013,7,Man Of The Year,spotify:track:5SsR3wtCOafDmZgvIdRhSm
16324,"good kid, m.A.A.d city",spotify:album:6PBZN8cbwkqm1ERj2BGXJ1,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,310720,8,"Bitch, Don??t Kill My Vibespotify:track:4Pwjz3DfvfQWV0rO2V8jyhh",
16325,"good kid, m.A.A.d city",spotify:album:6PBZN8cbwkqm1ERj2BGXJ1,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,350120,9,m.A.A.d city,spotify:track:439TlnnznSiBbQbgXiBqAd
16326,3 Minutes of Watts (feat. Jay Rock),spotify:album:2R2kISHwJxktaWkpcDJab2,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,180386,10,3 Minutes of Watts (feat. Jay Rock),spotify:track:6pyd5aclfM9Lb1uvoIIpXt
16327,Cilvia Demo,spotify:album:6JF49ixyHmOgS0Rsda2k42,Isaiah Rashad,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,426996,11,Shot You Down (feat. Jay Rock & ScHoolboy Q),spotify:track:01wKeKPgYxdPYA8rfMveYc
16328,Nocturnal,spotify:album:1zL2UBcCoDAczVwCjainAt,Yuna,spotify:artist:3kHVioJpVxlazAAKQ64pC1,214173,12,Lights And Camera,spotify:track:6DAr6aJZvFdIRPPPWuK9UL
16329,Yuna,spotify:album:69jjhv7bNUXsOyx2GqbEXr,Yuna,spotify:artist:3kHVioJpVxlazAAKQ64pC1,245600,13,Lullabies,spotify:track:4xB9lkX25TyB2SpZjk8X04
16330,Cut Her Off,spotify:album:4AzYji4zCjCorwh8chmdUV,K CAMP,spotify:artist:5bgfj5zUoWpyeVatGDjn6H,243693,14,Cut Her Off,spotify:track:6AwhEQqt6vhnJBc2jBYvWI
16331,Money Baby,spotify:album:16JZzCMnapWgS0bXM2scUB,K CAMP,spotify:artist:5bgfj5zUoWpyeVatGDjn6H,219120,15,Money Baby,spotify:track:0828kFWjAE5Da3XtE998iw
16332,I Came from Nothing 2,spotify:album:4k4w4MLXdY084qrbMGy9Sg,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,314594,16,Fuck Witcha,spotify:track:7c5Bt8kSdlPXg7PnN1Q008
16333,Stoner,spotify:album:3mEM2ULIptDPwU07OLk1qy,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,239999,17,Stoner,spotify:track:1jROHCeEzDr6VnV8EnBnik
16334,Honest,spotify:album:5rbqupVSYwvEmXBUnFtUf7,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,239733,18,I Won,spotify:track:2T4JE91t7Js1DJ4rSHltcQ
16335,Honest,spotify:album:5rbqupVSYwvEmXBUnFtUf7,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,340480,19,Move That Dope,spotify:track:7GEidxhfGNteiW9n0kLyxH
16336,Honest,spotify:album:5rbqupVSYwvEmXBUnFtUf7,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,200493,20,Honest,spotify:track:5ik5nMy8vdS2rXe7SAGt2K
16337,Discrete Luxury,spotify:album:32bqHKi4aVSmKFKEKgCJqU,Rico Love,spotify:artist:2GEcMpeGIad5O23WxDRFMn,296733,21,They Don't Know,spotify:track:6YIRg6gpkyIcaIIbqmWdnF
16338,Get Right,spotify:album:6RhFdB4Lzt6334EMFQVKRL,Jeezy,spotify:artist:4yBK75WVCQXej1p04GWqxH,257279,22,Get Right,spotify:track:4bUho78HK3xAwl3cIXkAJY
16339,Hands On The Wheel,spotify:album:1C1mvUxPYGzTqVpXu6vOLf,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,197800,23,Hands On The Wheel,spotify:track:2kfpH2OAAdpk5J3JaraAIh
